class,filename,xmax,xmin,ymax,ymin
red_sign,00630.jpg,1285,1219,385,315
red_sign,00631.jpg,834,799,512,478
red_sign,00632.jpg,147,101,424,379
red_sign,00634.jpg,570,525,416,371
red_sign,00635.jpg,864,826,461,423
red_sign,00637.jpg,916,868,445,401
red_sign,00638.jpg,953,914,414,374
red_sign,00640.jpg,1176,1105,424,353
red_sign,00641.jpg,68,26,467,425
red_sign,00645.jpg,1090,1034,367,311
red_sign,00646.jpg,1090,1059,469,440
red_sign,00646.jpg,590,560,460,434
red_sign,00648.jpg,414,346,439,378
red_sign,00651.jpg,861,788,405,339
red_sign,00651.jpg,851,800,456,404
red_sign,00656.jpg,599,574,490,465
red_sign,00657.jpg,1026,991,435,400
red_sign,00658.jpg,937,858,410,340
red_sign,00659.jpg,1033,993,470,430
red_sign,00660.jpg,979,943,458,422
red_sign,00661.jpg,1169,1138,430,401
red_sign,00662.jpg,993,948,481,440
red_sign,00663.jpg,896,830,367,307
red_sign,00664.jpg,880,849,468,437
red_sign,00665.jpg,742,693,455,413
red_sign,00665.jpg,579,557,493,471
red_sign,00667.jpg,764,737,471,444
red_sign,00668.jpg,1172,1083,340,254
red_sign,00669.jpg,949,899,444,393
red_sign,00670.jpg,1064,997,373,306
red_sign,00671.jpg,892,839,394,348
red_sign,00671.jpg,883,846,430,393
red_sign,00672.jpg,950,892,376,325
red_sign,00672.jpg,194,123,328,265
red_sign,00673.jpg,474,414,459,406
red_sign,00674.jpg,751,717,405,371
red_sign,00675.jpg,1043,1008,422,388
red_sign,00678.jpg,742,698,445,403
red_sign,00679.jpg,768,705,406,343
red_sign,00680.jpg,953,900,448,394
red_sign,00681.jpg,846,820,460,434
red_sign,00683.jpg,409,387,477,455
red_sign,00683.jpg,913,889,475,450
red_sign,00686.jpg,412,377,474,437
red_sign,00688.jpg,886,850,446,410
red_sign,00688.jpg,434,401,461,428
red_sign,00689.jpg,621,590,516,488
red_sign,00689.jpg,922,890,514,485
red_sign,00690.jpg,799,775,529,506
red_sign,00691.jpg,907,885,514,492
red_sign,00691.jpg,490,469,512,490
red_sign,00692.jpg,1091,1050,397,357
red_sign,00693.jpg,1024,984,423,383
red_sign,00696.jpg,737,717,466,446
red_sign,00697.jpg,1020,944,389,322
red_sign,00698.jpg,765,737,442,413
red_sign,00699.jpg,756,727,443,413
red_sign,00700.jpg,913,848,406,348
red_sign,00701.jpg,1088,1042,442,396
red_sign,00703.jpg,1051,994,363,311
red_sign,00703.jpg,1042,1001,401,360
red_sign,00704.jpg,793,766,438,411
red_sign,00705.jpg,991,955,378,343
red_sign,00706.jpg,899,866,402,371
red_sign,00707.jpg,943,907,419,383
red_sign,00710.jpg,1164,1084,283,201
red_sign,00712.jpg,984,932,413,361
red_sign,00714.jpg,828,784,357,313
red_sign,00716.jpg,869,820,386,335
red_sign,00717.jpg,859,835,459,435
red_sign,00719.jpg,969,933,427,390
red_sign,00720.jpg,756,737,448,429
red_sign,00721.jpg,935,901,385,354
red_sign,00722.jpg,164,104,418,364
red_sign,00722.jpg,1049,992,381,330
red_sign,00723.jpg,800,746,408,360
red_sign,00723.jpg,236,180,414,366
red_sign,00723.jpg,717,696,446,424
red_sign,00728.jpg,532,498,596,563
red_sign,00729.jpg,570,536,523,489
red_sign,00730.jpg,512,466,490,443
red_sign,00730.jpg,1083,1053,547,517
red_sign,00733.jpg,543,508,462,426
red_sign,00733.jpg,965,937,551,523
red_sign,00734.jpg,1166,1090,528,450
red_sign,00736.jpg,856,828,577,550
red_sign,00737.jpg,638,603,476,444
red_sign,00737.jpg,507,470,483,449
red_sign,00740.jpg,1213,1163,560,510
red_sign,00740.jpg,534,489,558,513
red_sign,00740.jpg,1094,1071,577,554
red_sign,00741.jpg,465,438,585,558
red_sign,00741.jpg,1000,972,583,555
red_sign,00742.jpg,368,334,596,562
red_sign,00742.jpg,995,960,587,554
red_sign,00744.jpg,1183,1155,564,536
red_sign,00746.jpg,1181,1135,537,492
red_sign,00746.jpg,281,235,515,469
red_sign,00746.jpg,280,236,561,515
red_sign,00746.jpg,1182,1138,579,537
red_sign,00749.jpg,346,301,596,551
red_sign,00749.jpg,1200,1153,593,546
red_sign,00751.jpg,755,725,596,568
red_sign,00752.jpg,979,934,494,448
red_sign,00755.jpg,883,852,549,518
red_sign,00758.jpg,1014,982,553,521
red_sign,00758.jpg,406,374,547,515
red_sign,00758.jpg,407,376,579,548
red_sign,00758.jpg,1015,982,586,553
red_sign,00760.jpg,616,591,563,538
red_sign,00760.jpg,616,591,587,563
red_sign,00760.jpg,1049,1023,569,542
red_sign,00760.jpg,1048,1024,592,568
red_sign,00762.jpg,401,334,438,378
red_sign,00762.jpg,1218,1154,465,405
red_sign,00763.jpg,904,865,547,514
red_sign,00764.jpg,851,814,547,511
red_sign,00766.jpg,289,256,533,495
red_sign,00770.jpg,497,468,564,535
red_sign,00771.jpg,870,836,468,437
red_sign,00771.jpg,917,867,523,478
red_sign,00771.jpg,204,153,583,536
red_sign,00772.jpg,864,842,573,553
red_sign,00773.jpg,903,879,538,514
red_sign,00774.jpg,961,929,548,516
red_sign,00775.jpg,930,884,529,483
red_sign,00776.jpg,893,861,537,505
red_sign,00777.jpg,858,834,550,526
red_sign,00779.jpg,553,505,532,487
red_sign,00780.jpg,466,365,558,468
red_sign,00780.jpg,1227,1165,636,572
red_sign,00780.jpg,1237,1142,575,487
red_sign,00780.jpg,444,380,621,557
red_sign,00782.jpg,1052,1007,497,455
red_sign,00782.jpg,279,225,502,454
red_sign,00785.jpg,548,504,435,397
red_sign,00785.jpg,1040,996,470,428
red_sign,00787.jpg,1090,1003,497,422
red_sign,00787.jpg,393,377,613,595
red_sign,00788.jpg,1042,959,586,501
red_sign,00789.jpg,787,759,545,516
red_sign,00791.jpg,961,906,519,469
red_sign,00791.jpg,1062,985,489,412
red_sign,00797.jpg,428,391,500,466
red_sign,00797.jpg,868,822,457,417
red_sign,00798.jpg,806,786,565,545
red_sign,00798.jpg,1162,1090,509,445
red_sign,00802.jpg,698,596,269,181
red_sign,00802.jpg,683,610,336,267
red_sign,00803.jpg,835,771,295,232
red_sign,00803.jpg,837,772,387,322
red_sign,00805.jpg,914,870,412,369
red_sign,00806.jpg,832,807,432,407
red_sign,00807.jpg,867,823,408,370
red_sign,00808.jpg,866,795,326,264
red_sign,00809.jpg,720,689,392,359
red_sign,00810.jpg,692,622,385,319
red_sign,00810.jpg,492,460,415,385
red_sign,00811.jpg,737,702,389,356
red_sign,00813.jpg,1022,913,250,147
red_sign,00816.jpg,1006,954,410,363
red_sign,00817.jpg,751,707,447,407
red_sign,00818.jpg,745,718,455,430
red_sign,00820.jpg,1169,1057,356,254
red_sign,00821.jpg,882,859,466,444
red_sign,00821.jpg,356,333,466,442
red_sign,00822.jpg,818,785,436,407
red_sign,00823.jpg,1094,1062,408,379
red_sign,00824.jpg,267,232,451,416
red_sign,00825.jpg,1108,1083,404,378
red_sign,00827.jpg,960,921,485,442
red_sign,00828.jpg,932,860,450,384
red_sign,00829.jpg,576,553,422,399
red_sign,00831.jpg,1014,975,410,371
red_sign,00833.jpg,822,776,378,332
red_sign,00834.jpg,1187,1130,325,264
red_sign,00835.jpg,793,765,440,415
red_sign,00836.jpg,92,57,395,363
red_sign,00837.jpg,1262,1201,422,368
red_sign,00838.jpg,1097,1068,411,382
red_sign,00838.jpg,470,443,446,419
red_sign,00839.jpg,1279,1234,342,297
red_sign,00839.jpg,1280,1234,388,343
red_sign,00839.jpg,346,303,409,365
red_sign,00839.jpg,348,305,454,409
red_sign,00842.jpg,1086,1025,288,227
red_sign,00845.jpg,991,958,444,414
red_sign,00846.jpg,409,374,418,383
red_sign,00846.jpg,1128,1091,385,348
red_sign,00848.jpg,1054,982,313,241
red_sign,00849.jpg,441,398,412,359
red_sign,00850.jpg,1005,973,405,373
red_sign,00851.jpg,1147,1092,367,312
red_sign,00852.jpg,1143,1091,328,278
red_sign,00853.jpg,972,935,417,383
red_sign,00854.jpg,1255,1182,327,254
red_sign,00855.jpg,1259,1151,387,290
red_sign,00857.jpg,875,852,456,433
red_sign,00857.jpg,1224,1129,349,262
red_sign,00858.jpg,839,811,460,434
red_sign,00859.jpg,931,892,423,386
red_sign,00860.jpg,1168,1077,231,144
red_sign,00862.jpg,362,285,501,425
red_sign,00864.jpg,931,910,462,443
red_sign,00865.jpg,429,342,273,186
red_sign,00866.jpg,1032,1004,426,398
red_sign,00867.jpg,180,119,482,424
red_sign,00867.jpg,1171,1101,452,389
red_sign,00868.jpg,610,590,488,470
red_sign,00868.jpg,896,876,469,450
red_sign,00869.jpg,129,60,475,405
red_sign,00869.jpg,1310,1233,391,317
red_sign,00870.jpg,590,569,477,456
red_sign,00870.jpg,1050,1030,461,441
red_sign,00871.jpg,411,375,443,407
red_sign,00871.jpg,1313,1273,421,381
red_sign,00872.jpg,970,937,439,406
red_sign,00872.jpg,351,318,449,416
red_sign,00874.jpg,1298,1233,450,387
red_sign,00876.jpg,491,466,494,469
red_sign,00876.jpg,796,776,497,477
red_sign,00881.jpg,1168,1131,598,561
red_sign,00881.jpg,513,478,581,546
red_sign,00882.jpg,317,244,617,546
red_sign,00884.jpg,890,855,512,477
red_sign,00884.jpg,889,854,545,512
red_sign,00885.jpg,296,230,469,403
red_sign,00886.jpg,838,815,540,517
red_sign,00886.jpg,840,815,565,540
red_sign,00889.jpg,713,689,554,530
red_sign,00891.jpg,767,747,571,551
red_sign,00891.jpg,493,473,576,556
red_sign,00894.jpg,417,389,555,527
red_sign,00894.jpg,1132,1093,568,529
red_sign,00895.jpg,238,193,527,482
red_sign,00895.jpg,1014,966,466,418
red_sign,00896.jpg,846,808,450,412
red_sign,00898.jpg,355,323,536,504
red_sign,00898.jpg,849,817,542,510
red_sign,00899.jpg,921,864,534,484
